time,MB,MB_err,SMB,SMB_err,D,D_err,BMB,BMB_err
1840-01-01,0.272769,0.372525,1.407972,0.302918,1.073991,0.213435,0.061212,0.038220
1841-01-01,0.305809,0.356626,1.438253,0.284199,1.073991,0.212174,0.058454,0.037356
1842-01-01,-0.278525,0.356369,0.857085,0.281043,1.073991,0.215736,0.061620,0.038363
1843-01-01,-0.315155,0.371316,0.822635,0.301422,1.073991,0.213270,0.063799,0.039190
1844-01-01,-0.467526,0.368980,0.670860,0.298957,1.073991,0.212640,0.064395,0.039434
1845-01-01,-0.289452,0.414820,0.877517,0.348568,1.098035,0.221024,0.068935,0.041528
1846-01-01,0.228963,0.359523,1.377278,0.281549,1.089579,0.220421,0.058736,0.037436
1847-01-01,0.486384,0.369838,1.638130,0.295748,1.092452,0.218859,0.059295,0.037600
1848-01-01,-0.412524,0.415131,0.775998,0.344275,1.119104,0.228174,0.069418,0.041774
1849-01-01,0.146684,0.381064,1.321846,0.304398,1.113113,0.225983,0.062048,0.038518
1850-01-01,-0.147839,0.393800,1.035201,0.320464,1.117392,0.225353,0.065648,0.039972
1851-01-01,0.093023,0.381702,1.253723,0.309517,1.097566,0.219955,0.063134,0.038927
1852-01-01,-0.197545,0.413363,1.000659,0.340483,1.129985,0.230750,0.068220,0.041172
1853-01-01,-0.234699,0.400681,0.983892,0.318925,1.152664,0.239216,0.065927,0.040096
1854-01-01,-0.024559,0.413165,1.186518,0.337589,1.144147,0.234722,0.066930,0.040554
1855-01-01,0.195779,0.378118,1.396519,0.294555,1.139929,0.234010,0.060812,0.038084
1856-01-01,0.287180,0.405595,1.487593,0.330967,1.135935,0.231106,0.064478,0.039469
1857-01-01,-0.451702,0.420280,0.776181,0.342800,1.158227,0.239517,0.069657,0.041897
1858-01-01,-0.449533,0.393697,0.767431,0.312461,1.150891,0.236120,0.066073,0.040161
1859-01-01,-0.081404,0.359909,1.111478,0.276523,1.132369,0.227216,0.060513,0.037984
1860-01-01,-0.077332,0.389721,1.114456,0.314774,1.126562,0.226311,0.065226,0.039787
1861-01-01,0.152605,0.357324,1.332657,0.274454,1.120897,0.225709,0.059155,0.037559
1862-01-01,0.173815,0.361119,1.342598,0.284118,1.108060,0.219626,0.060723,0.038054
1863-01-01,0.377278,0.336144,1.496526,0.263650,1.062825,0.205243,0.056423,0.036839
1864-01-01,0.258638,0.340081,1.356113,0.275351,1.038516,0.196037,0.058959,0.037501
1865-01-01,-0.003836,0.331636,1.091137,0.266192,1.035378,0.194174,0.059596,0.037692
1866-01-01,-0.121584,0.328561,0.958421,0.265613,1.019443,0.189626,0.060562,0.038000
1867-01-01,-0.184461,0.365492,0.922138,0.304658,1.041103,0.197928,0.065496,0.039905
1868-01-01,0.394101,0.333955,1.484019,0.269631,1.031893,0.193489,0.058025,0.037239
1869-01-01,0.096200,0.350303,1.207591,0.285861,1.049743,0.198805,0.061649,0.038374
1870-01-01,-0.029039,0.355622,1.098284,0.288882,1.064149,0.203709,0.063174,0.038942
1871-01-01,-0.168636,0.389039,0.988794,0.322999,1.090210,0.212996,0.067220,0.040690
1872-01-01,-0.106367,0.413469,1.084174,0.345620,1.120979,0.223051,0.069562,0.041848
1873-01-01,0.192796,0.363805,1.361702,0.289642,1.107388,0.216777,0.061518,0.038327
1874-01-01,-0.157270,0.369930,1.032773,0.291342,1.126439,0.224585,0.063603,0.039112
1875-01-01,0.140762,0.366687,1.328030,0.288004,1.125808,0.223709,0.061460,0.038307
1876-01-01,0.055614,0.369754,1.241171,0.292273,1.123159,0.223161,0.062399,0.038647
1877-01-01,-0.685661,0.385105,0.510565,0.311024,1.127682,0.223298,0.068543,0.041332
1878-01-01,0.165515,0.373001,1.337559,0.302855,1.108182,0.214174,0.063861,0.039215
1879-01-01,0.011870,0.374112,1.193023,0.299895,1.117046,0.220174,0.064107,0.039315
1880-01-01,0.046391,0.379452,1.232284,0.307590,1.121101,0.218640,0.064792,0.039601
1881-01-01,-0.084487,0.359724,1.102315,0.281297,1.124381,0.220859,0.062421,0.038655
1882-01-01,-0.181827,0.352584,1.003316,0.272239,1.123118,0.220722,0.062025,0.038509
1883-01-01,-0.118256,0.368328,1.056000,0.294500,1.109649,0.217654,0.064606,0.039523
1884-01-01,0.053418,0.348459,1.212676,0.273171,1.098626,0.212969,0.060633,0.038024
1885-01-01,-0.111960,0.358829,1.047799,0.285488,1.096323,0.213846,0.063436,0.039045
1886-01-01,-0.104594,0.349702,1.047250,0.277087,1.089151,0.209791,0.062693,0.038757
1887-01-01,-0.105138,0.352408,1.048670,0.280010,1.090883,0.210421,0.062926,0.038846
1888-01-01,-0.141530,0.411001,1.049678,0.345682,1.120510,0.218229,0.070698,0.042444
1889-01-01,0.513246,0.374795,1.688798,0.304302,1.113113,0.215353,0.062438,0.038662
1890-01-01,-0.100225,0.358315,1.086006,0.282111,1.122772,0.217435,0.063460,0.039055
1891-01-01,-0.126881,0.382241,1.071393,0.308787,1.132104,0.221681,0.066170,0.040205
1892-01-01,-0.349740,0.378040,0.861620,0.299683,1.144921,0.226887,0.066440,0.040328
1893-01-01,-0.102030,0.388624,1.123068,0.311406,1.158267,0.228942,0.066831,0.040508
1894-01-01,-0.115805,0.357247,1.079501,0.278349,1.132226,0.220531,0.063079,0.038906
1895-01-01,0.271208,0.382056,1.474719,0.309067,1.139073,0.221106,0.064439,0.039453
1896-01-01,0.094742,0.375592,1.303017,0.297898,1.143515,0.225298,0.064760,0.039588
1897-01-01,-0.110768,0.370625,1.094390,0.294058,1.140010,0.222065,0.065148,0.039753
1898-01-01,0.531372,0.368230,1.716880,0.295274,1.123811,0.216640,0.061698,0.038391
1899-01-01,-0.152779,0.368302,1.032361,0.295057,1.119552,0.216777,0.065588,0.039945
1900-01-01,-0.616992,0.400965,0.604433,0.330050,1.149567,0.223572,0.071859,0.043077
1901-01-01,0.431182,0.363375,1.631625,0.286003,1.139073,0.220859,0.061370,0.038275
1902-01-01,-0.213551,0.398448,1.012799,0.327184,1.156495,0.223489,0.069855,0.042000
1903-01-01,-0.430589,0.356670,0.788367,0.272308,1.154416,0.226942,0.064540,0.039495
1904-01-01,-0.840791,0.380170,0.406297,0.297685,1.178379,0.232805,0.068709,0.041415
1905-01-01,-0.163272,0.369561,1.078218,0.285970,1.176463,0.230695,0.065027,0.039701
1906-01-01,-0.513153,0.379498,0.717680,0.300642,1.162933,0.227928,0.067899,0.041016
1907-01-01,-0.431993,0.365037,0.810036,0.280573,1.176647,0.230092,0.065383,0.039855
1908-01-01,-0.469008,0.393099,0.778655,0.317765,1.177543,0.227544,0.070120,0.042138
1909-01-01,-0.341267,0.381857,0.913983,0.298029,1.187732,0.235216,0.067519,0.040833
1910-01-01,-0.268753,0.371286,0.976471,0.289932,1.179051,0.228421,0.066172,0.040206
1911-01-01,0.155701,0.385398,1.404490,0.305126,1.182699,0.231983,0.066090,0.040169
1912-01-01,-0.429383,0.384557,0.825063,0.304517,1.185673,0.231161,0.068772,0.041446
1913-01-01,-0.264518,0.364881,0.984167,0.277787,1.183840,0.233243,0.064845,0.039624
1914-01-01,-0.035686,0.331533,1.172682,0.245733,1.148568,0.219325,0.059800,0.037755
1915-01-01,-0.125940,0.373036,1.087747,0.299149,1.146714,0.219133,0.066973,0.040574
1916-01-01,0.333650,0.375692,1.543116,0.302747,1.144065,0.218859,0.065401,0.039863
1917-01-01,-0.411553,0.370755,0.807608,0.297732,1.151034,0.217079,0.068127,0.041127
1918-01-01,-0.022067,0.339568,1.168926,0.262517,1.128742,0.211900,0.062251,0.038592
1919-01-01,-0.036446,0.332238,1.142447,0.256280,1.117372,0.207928,0.061521,0.038328
1920-01-01,-0.162884,0.350057,1.033827,0.274015,1.132491,0.214257,0.064219,0.039362
1921-01-01,-0.227461,0.348557,0.961811,0.274162,1.124606,0.211572,0.064666,0.039548
1922-01-01,0.262558,0.333846,1.430786,0.260032,1.107754,0.205900,0.060474,0.037971
1923-01-01,-0.364779,0.368503,0.815763,0.302575,1.111361,0.206174,0.069181,0.041653
1924-01-01,-0.688034,0.357958,0.512260,0.283529,1.132002,0.214585,0.068292,0.041208
1925-01-01,0.107148,0.342772,1.303567,0.266762,1.134244,0.211763,0.062176,0.038564
1926-01-01,-0.921599,0.381817,0.312475,0.308096,1.161792,0.221325,0.072282,0.043312
1927-01-01,-0.227131,0.386286,1.023107,0.309865,1.180192,0.226777,0.070046,0.042099
1928-01-01,-0.794294,0.417858,0.512718,0.340232,1.231520,0.238339,0.075492,0.045191
1929-01-01,-0.511844,0.399026,0.797576,0.314711,1.238265,0.241572,0.071155,0.042690
1930-01-01,-0.363178,0.391884,0.948754,0.305485,1.242422,0.241873,0.069511,0.041822
1931-01-01,-1.423668,0.426979,-0.048934,0.340144,1.296684,0.253818,0.078049,0.046791
1932-01-01,-0.284259,0.407700,1.077989,0.314865,1.291488,0.255489,0.070761,0.042478
1933-01-01,-0.507794,0.405148,0.857955,0.310951,1.294748,0.256202,0.071001,0.042608
1934-01-01,-0.463880,0.393048,0.880312,0.299925,1.274596,0.250558,0.069596,0.041865
1935-01-01,-1.008637,0.400495,0.344405,0.309024,1.280240,0.250996,0.072802,0.043606
1936-01-01,-0.651589,0.413450,0.714519,0.321702,1.292894,0.255983,0.073214,0.043842
1937-01-01,-0.508708,0.382045,0.821306,0.288759,1.261229,0.246695,0.068785,0.041453
1938-01-01,-0.270891,0.371597,1.042348,0.280709,1.246721,0.240120,0.066518,0.040363
1939-01-01,-0.100974,0.408584,1.223304,0.328934,1.251795,0.238448,0.072483,0.043426
1940-01-01,-0.095269,0.378940,1.213821,0.289659,1.242279,0.240942,0.066812,0.040499
1941-01-01,-0.227245,0.399217,1.080967,0.317871,1.236961,0.237709,0.071251,0.042743
1942-01-01,-0.094946,0.383466,1.194764,0.299500,1.221128,0.235873,0.068581,0.041351
1943-01-01,-0.530038,0.365021,0.756162,0.279796,1.218255,0.230805,0.067945,0.041038
1944-01-01,-0.157703,0.368117,1.128703,0.284914,1.219519,0.229544,0.066888,0.040534
1945-01-01,0.374248,0.372298,1.638405,0.295256,1.197981,0.223188,0.066176,0.040208
1946-01-01,0.220737,0.369313,1.485531,0.291589,1.197981,0.222996,0.066813,0.040500
1947-01-01,0.051234,0.373649,1.306957,0.298362,1.187528,0.221133,0.068195,0.041160
1948-01-01,-0.665561,0.379328,0.606769,0.303082,1.200080,0.223955,0.072251,0.043295
1949-01-01,-0.912916,0.372208,0.371389,0.291300,1.212672,0.227681,0.071632,0.042951
1950-01-01,-0.769489,0.373574,0.527057,0.290596,1.225815,0.230887,0.070731,0.042462
1951-01-01,-0.695574,0.370963,0.613458,0.284567,1.238998,0.234229,0.070034,0.042093
1952-01-01,-0.354615,0.379934,0.964789,0.294496,1.249513,0.236339,0.069891,0.042018
1953-01-01,-0.239545,0.368685,1.076478,0.282143,1.248209,0.233763,0.067815,0.040975
1954-01-01,-0.027031,0.367364,1.268933,0.283909,1.229259,0.229599,0.066705,0.040450
1955-01-01,-0.136485,0.346425,1.133009,0.261192,1.204970,0.224120,0.064524,0.039488
1956-01-01,-0.196867,0.348780,1.058290,0.269513,1.189076,0.217709,0.066081,0.040165
1957-01-01,-0.667763,0.379536,0.605991,0.306698,1.200406,0.219216,0.073348,0.043919
1958-01-01,-0.635931,0.365214,0.638425,0.286218,1.203544,0.222832,0.070813,0.042506
1959-01-01,-0.029031,0.353978,1.237506,0.274048,1.199815,0.220366,0.066722,0.040458
1960-01-01,-0.596261,0.398158,0.707418,0.322051,1.228566,0.229763,0.075114,0.044961
1961-01-01,-0.591781,0.366931,0.723040,0.280206,1.245376,0.233188,0.069444,0.041787
1962-01-01,-0.900908,0.362922,0.428699,0.275016,1.259415,0.233024,0.070191,0.042176
1963-01-01,-0.097203,0.351396,1.199895,0.264138,1.231826,0.228311,0.065272,0.039807
1964-01-01,0.124824,0.346841,1.399496,0.264090,1.210186,0.221353,0.064486,0.039472
1965-01-01,-0.507440,0.349799,0.777739,0.268559,1.216584,0.220284,0.068594,0.041357
1966-01-01,-0.843603,0.342519,0.420545,0.261925,1.195271,0.216777,0.068877,0.041499
1967-01-01,-0.358067,0.336162,0.893001,0.256797,1.184716,0.213161,0.066352,0.040288
1968-01-01,-0.724468,0.347172,0.527836,0.271390,1.182699,0.212421,0.069606,0.041870
1969-01-01,-0.399977,0.334773,0.851496,0.253984,1.185409,0.214366,0.066065,0.040157
1970-01-01,-0.111995,0.318539,1.127466,0.236066,1.177340,0.210366,0.062121,0.038544
1971-01-01,-0.578291,0.340703,0.667195,0.264842,1.176993,0.210311,0.068493,0.041307
1972-01-01,0.629949,0.328039,1.841030,0.254955,1.150076,0.202859,0.061005,0.038149
1973-01-01,-0.085689,0.323935,1.120915,0.248844,1.142476,0.203626,0.064128,0.039324
1974-01-01,-0.442217,0.336027,0.763858,0.266076,1.137830,0.201051,0.068245,0.041184
1975-01-01,0.091705,0.341614,1.302238,0.272560,1.142965,0.201846,0.067569,0.040856
1976-01-01,0.403519,0.342421,1.623562,0.272716,1.154538,0.203188,0.065505,0.039909
1977-01-01,-0.046564,0.349495,1.180287,0.281696,1.157493,0.202613,0.069358,0.041743
1978-01-01,0.081572,0.348218,1.330229,0.274197,1.180824,0.210695,0.067833,0.040983
1979-01-01,-0.129366,0.336962,1.124488,0.259096,1.187711,0.211654,0.066144,0.040193
1980-01-01,-0.308444,0.339048,0.945822,0.260967,1.186407,0.212531,0.067859,0.040996
1981-01-01,-0.604252,0.334166,0.654597,0.257637,1.190177,0.208750,0.068672,0.041396
1982-01-01,-0.395510,0.324994,0.861437,0.243923,1.191155,0.210996,0.065793,0.040036
1983-01-01,0.547064,0.330246,1.776711,0.255404,1.167274,0.205763,0.062373,0.038637
1984-01-01,0.195062,0.338085,1.424372,0.266031,1.162791,0.204695,0.066519,0.040364
1985-01-01,-0.248378,0.348422,0.999102,0.277290,1.177136,0.206695,0.070343,0.042256
1986-01-01,0.944082,0.227164,2.188109,0.196930,1.196032,0.112375,0.047996,0.013927
1986-01-02,1.628177,0.282212,2.872205,0.258498,1.196032,0.112375,0.047996,0.013927
1986-01-03,2.803517,0.381472,4.047545,0.364279,1.196032,0.112375,0.047996,0.013927
1986-01-04,0.208084,0.172922,1.452111,0.130690,1.196032,0.112375,0.047996,0.013927
1986-01-05,0.343673,0.182320,1.587700,0.142893,1.196032,0.112375,0.047996,0.013927
1986-01-06,1.015586,0.232765,2.259614,0.203365,1.196032,0.112375,0.047996,0.013927
1986-01-07,2.234216,0.332892,3.478244,0.313042,1.196032,0.112375,0.047996,0.013927
1986-01-08,2.896942,0.389510,4.140970,0.372687,1.196032,0.112375,0.047996,0.013927
1986-01-09,1.521436,0.273440,2.765464,0.248892,1.196032,0.112375,0.047996,0.013927
1986-01-10,0.519399,0.194963,1.763427,0.158708,1.196032,0.112375,0.047997,0.013927
1986-01-11,0.194608,0.172007,1.438638,0.129477,1.196032,0.112375,0.047997,0.013927
1986-01-12,0.723603,0.210195,1.967633,0.177087,1.196032,0.112375,0.047998,0.013927
1986-01-13,0.417305,0.187559,1.661334,0.149520,1.196032,0.112375,0.047997,0.013927
1986-01-14,-0.074547,0.154597,1.169481,0.105253,1.196032,0.112375,0.047996,0.013927
1986-01-15,2.094748,0.321117,3.338779,0.300490,1.196032,0.112375,0.047999,0.013927
1986-01-16,2.451728,0.351365,3.695761,0.332619,1.196032,0.112375,0.048001,0.013927
1986-01-17,2.632531,0.366806,3.876561,0.348890,1.196032,0.112375,0.047998,0.013927
1986-01-18,0.055124,0.162767,1.299152,0.116924,1.196032,0.112375,0.047996,0.013927
1986-01-19,-0.251633,0.144220,0.992396,0.089316,1.196032,0.112375,0.047997,0.013927
1986-01-20,-0.295776,0.141794,0.948254,0.085343,1.196032,0.112375,0.047998,0.013927
1986-01-21,0.928257,0.225931,2.172290,0.195506,1.196032,0.112375,0.048001,0.013927
1986-01-22,0.202167,0.172520,1.446201,0.130158,1.196032,0.112375,0.048002,0.013927
1986-01-23,-0.214000,0.146342,1.030033,0.092703,1.196032,0.112375,0.048002,0.013927
1986-01-24,2.943751,0.393544,4.187794,0.376901,1.196032,0.112375,0.048011,0.013927
1986-01-25,2.280098,0.336780,3.524143,0.317173,1.196032,0.112375,0.048013,0.013927
1986-01-26,0.068869,0.163659,1.312911,0.118162,1.196032,0.112375,0.048010,0.013927
1986-01-27,-0.572837,0.128340,0.671193,0.060407,1.196032,0.112375,0.047998,0.013927
1986-01-28,-0.955185,0.116180,0.288846,0.025996,1.196032,0.112375,0.047999,0.013927
1986-01-29,3.932232,0.479428,5.176262,0.465864,1.196032,0.112375,0.047998,0.013927
1986-01-30,4.709664,0.547666,5.953694,0.535833,1.196032,0.112375,0.047999,0.013927
1986-01-31,0.805575,0.216447,2.049606,0.184465,1.196032,0.112375,0.047999,0.013927
1986-02-01,4.612740,0.539135,5.856770,0.527109,1.196032,0.112375,0.047999,0.013927
1986-02-02,1.354623,0.259849,2.598657,0.233879,1.196032,0.112375,0.048001,0.013927
1986-02-03,0.749951,0.212197,1.993983,0.179458,1.196032,0.112375,0.048000,0.013927
1986-02-04,1.914378,0.305980,3.158407,0.284257,1.196032,0.112375,0.047997,0.013927
1986-02-05,4.540372,0.532769,5.784407,0.520597,1.196032,0.112375,0.048003,0.013927
1986-02-06,2.705845,0.373088,3.949878,0.355489,1.196032,0.112375,0.048001,0.013927
1986-02-07,0.955639,0.228066,2.199670,0.197970,1.196032,0.112375,0.047999,0.013927
1986-02-08,1.324023,0.257373,2.568056,0.231125,1.196032,0.112375,0.048001,0.013927
1986-02-09,0.936109,0.226542,2.180140,0.196213,1.196032,0.112375,0.048000,0.013927
1986-02-10,0.712673,0.209367,1.956705,0.176103,1.196032,0.112375,0.048000,0.013927
1986-02-11,2.577431,0.362093,3.821463,0.343932,1.196032,0.112375,0.048000,0.013927
1986-02-12,5.645013,0.630269,6.889045,0.620014,1.196032,0.112375,0.048000,0.013927
1986-02-13,0.729989,0.210679,1.974021,0.177662,1.196032,0.112375,0.048000,0.013927
1986-02-14,0.251707,0.175908,1.495739,0.134617,1.196032,0.112375,0.048000,0.013927
1986-02-15,1.992153,0.312494,3.236185,0.291257,1.196032,0.112375,0.048000,0.013927
1986-02-16,2.051721,0.317497,3.295753,0.296618,1.196032,0.112375,0.048000,0.013927
1986-02-17,0.238966,0.175032,1.482998,0.133470,1.196032,0.112375,0.048000,0.013927
1986-02-18,-0.489573,0.132033,0.754458,0.067901,1.196032,0.112375,0.048000,0.013927
1986-02-19,-0.590746,0.127589,0.653287,0.058796,1.196032,0.112375,0.048001,0.013927
1986-02-20,-0.329190,0.140004,0.914842,0.082336,1.196032,0.112375,0.048001,0.013927
1986-02-21,-0.299385,0.141599,0.944647,0.085018,1.196032,0.112375,0.048000,0.013927
1986-02-22,0.473637,0.191625,1.717665,0.154590,1.196032,0.112375,0.047996,0.013927
1986-02-23,0.111994,0.166482,1.356021,0.122042,1.196032,0.112375,0.047996,0.013927
1986-02-24,0.460735,0.190689,1.704765,0.153429,1.196032,0.112375,0.047998,0.013927
1986-02-25,-0.094456,0.153383,1.149571,0.103461,1.196032,0.112375,0.047996,0.013927
1986-02-26,1.066061,0.236744,2.310089,0.207908,1.196032,0.112375,0.047996,0.013927
1986-02-27,0.649090,0.204577,1.893117,0.170381,1.196032,0.112375,0.047996,0.013927
1986-02-28,0.268214,0.177047,1.512245,0.136102,1.196032,0.112375,0.047999,0.013927
1986-03-01,1.565840,0.277082,2.809868,0.252888,1.196032,0.112375,0.047996,0.013927
1986-03-02,0.218272,0.173616,1.462300,0.131607,1.196032,0.112375,0.047996,0.013927
1986-03-03,0.538866,0.196391,1.782894,0.160460,1.196032,0.112375,0.047996,0.013927
1986-03-04,0.225525,0.174111,1.469552,0.132260,1.196032,0.112375,0.047996,0.013927
1986-03-05,0.613982,0.201953,1.858010,0.167221,1.196032,0.112375,0.047996,0.013927
1986-03-06,-0.448095,0.133991,0.795932,0.071634,1.196032,0.112375,0.047996,0.013927
1986-03-07,-0.616640,0.126532,0.627388,0.056465,1.196032,0.112375,0.047996,0.013927
1986-03-08,-0.306884,0.141194,0.937143,0.084343,1.196032,0.112375,0.047996,0.013927
1986-03-09,3.790789,0.467068,5.034818,0.453134,1.196032,0.112375,0.047997,0.013927
1986-03-10,1.746053,0.291961,2.990095,0.269109,1.196032,0.112375,0.048011,0.013927
1986-03-11,-0.399257,0.136392,0.844786,0.076031,1.196032,0.112375,0.048011,0.013927
1986-03-12,1.057405,0.236061,2.301441,0.207130,1.196032,0.112375,0.048004,0.013927
1986-03-13,3.713957,0.460363,4.957998,0.446220,1.196032,0.112375,0.048009,0.013927
1986-03-14,2.953419,0.394377,4.197464,0.377772,1.196032,0.112375,0.048013,0.013927
1986-03-15,1.486404,0.270574,2.730444,0.245740,1.196032,0.112375,0.048008,0.013927
1986-03-16,1.290016,0.254628,2.534050,0.228064,1.196032,0.112375,0.048002,0.013927
1986-03-17,0.453065,0.190135,1.697102,0.152739,1.196032,0.112375,0.048005,0.013927
1986-03-18,0.349269,0.182716,1.593308,0.143398,1.196032,0.112375,0.048007,0.013927
1986-03-19,0.406096,0.186756,1.650133,0.148512,1.196032,0.112375,0.048005,0.013927
1986-03-20,-0.228219,0.145534,1.015813,0.091423,1.196032,0.112375,0.048001,0.013927
1986-03-21,0.386533,0.185359,1.630566,0.146751,1.196032,0.112375,0.048002,0.013927
1986-03-22,0.067009,0.163538,1.311043,0.117994,1.196032,0.112375,0.048002,0.013927
1986-03-23,-0.604814,0.127011,0.639224,0.057530,1.196032,0.112375,0.048006,0.013927
1986-03-24,-0.836443,0.119028,0.407592,0.036683,1.196032,0.112375,0.048003,0.013927
1986-03-25,0.299283,0.179206,1.543316,0.138898,1.196032,0.112375,0.048000,0.013927
1986-03-26,0.343577,0.182313,1.587613,0.142885,1.196032,0.112375,0.048004,0.013927
1986-03-27,0.226177,0.174156,1.470205,0.132318,1.196032,0.112375,0.047996,0.013927
1986-03-28,1.044190,0.235017,2.288217,0.205940,1.196032,0.112375,0.047996,0.013927
1986-03-29,-0.924815,0.116822,0.319213,0.028729,1.196032,0.112375,0.047996,0.013927
1986-03-30,-1.051319,0.114555,0.192708,0.017344,1.196032,0.112375,0.047996,0.013927
1986-03-31,-0.015284,0.158277,1.228744,0.110587,1.196032,0.112375,0.047996,0.013927
1986-04-01,-0.604792,0.127011,0.639235,0.057531,1.196032,0.112375,0.047996,0.013927
1986-04-02,1.306631,0.255968,2.550659,0.229559,1.196032,0.112375,0.047996,0.013927
1986-04-03,4.688680,0.545819,5.932708,0.533944,1.196032,0.112375,0.047996,0.013927
1986-04-04,3.090811,0.406236,4.334838,0.390135,1.196032,0.112375,0.047996,0.013927
1986-04-05,5.572618,0.623861,6.816645,0.613498,1.196032,0.112375,0.047996,0.013927
1986-04-06,0.795937,0.215708,2.039964,0.183597,1.196032,0.112375,0.047996,0.013927
1986-04-07,-0.415343,0.135589,0.828684,0.074582,1.196032,0.112375,0.047996,0.013927
1986-04-08,-0.631397,0.125945,0.612631,0.055137,1.196032,0.112375,0.047996,0.013927
1986-04-09,1.634820,0.282759,2.878847,0.259096,1.196032,0.112375,0.047996,0.013927
1986-04-10,1.147029,0.243169,2.391056,0.215195,1.196032,0.112375,0.047996,0.013927
1986-04-11,0.703326,0.208659,1.947354,0.175262,1.196032,0.112375,0.047996,0.013927
1986-04-12,1.626205,0.282049,2.870235,0.258321,1.196032,0.112375,0.047998,0.013927
1986-04-13,0.214600,0.173366,1.458630,0.131277,1.196032,0.112375,0.047999,0.013927
1986-04-14,1.589155,0.278999,2.833184,0.254987,1.196032,0.112375,0.047997,0.013927
1986-04-15,1.871081,0.302364,3.115111,0.280360,1.196032,0.112375,0.047998,0.013927
1986-04-16,2.286317,0.337435,3.531547,0.317839,1.197234,0.112459,0.047997,0.013927
1986-04-17,0.019690,0.160762,1.266111,0.113950,1.198424,0.112542,0.047996,0.013927
1986-04-18,-0.179456,0.148729,1.068144,0.096133,1.199604,0.112626,0.047996,0.013927
1986-04-19,-0.410549,0.136340,0.838218,0.075440,1.200772,0.112710,0.047996,0.013927
1986-04-20,-0.546913,0.130075,0.703010,0.063271,1.201928,0.112794,0.047996,0.013927
1986-04-21,-0.230977,0.146164,1.020089,0.091808,1.203071,0.112878,0.047996,0.013927
1986-04-22,1.562715,0.277734,2.814911,0.253342,1.204200,0.112962,0.047996,0.013927
1986-04-23,3.887485,0.476487,5.140817,0.462674,1.205316,0.113045,0.048016,0.013927
1986-04-24,-0.217325,0.147324,1.037099,0.093339,1.206418,0.113129,0.048007,0.013927
1986-04-25,-0.236706,0.146351,1.018801,0.091692,1.207505,0.113213,0.048001,0.013927
1986-04-26,-0.048932,0.157617,1.207645,0.108688,1.208576,0.113297,0.048001,0.013927
1986-04-27,1.523423,0.275130,2.781057,0.250295,1.209632,0.113381,0.048002,0.013927
1986-04-28,2.637088,0.368784,3.895760,0.350618,1.210672,0.113464,0.048000,0.013927
1986-04-29,2.141718,0.326804,3.401409,0.306127,1.211694,0.113548,0.047996,0.013927
1986-04-30,0.612858,0.203811,1.873555,0.168620,1.212700,0.113632,0.047997,0.013927
1986-05-01,-0.366952,0.140036,0.894763,0.080529,1.213688,0.113716,0.048028,0.013927
1986-05-02,-0.192729,0.149722,1.069923,0.096293,1.214657,0.113800,0.047996,0.013927
1986-05-03,-1.175465,0.115006,0.088142,0.007933,1.215608,0.113884,0.047999,0.013927
1986-05-04,-1.507291,0.116875,-0.242735,-0.021846,1.216539,0.113967,0.048017,0.013927
1986-05-05,-1.094751,0.115922,0.170795,0.015372,1.217451,0.114051,0.048095,0.013927
1986-05-06,-0.862851,0.120583,0.403600,0.036324,1.218342,0.114135,0.048109,0.013927
1986-05-07,0.510532,0.197080,1.777801,0.160002,1.219212,0.114219,0.048057,0.013927
1986-05-08,-0.097625,0.156070,1.170569,0.105351,1.220062,0.114303,0.048132,0.013927
1986-05-09,0.320399,0.183687,1.589423,0.143048,1.220889,0.114387,0.048135,0.013927
1986-05-10,0.509631,0.197341,1.779370,0.160143,1.221694,0.114470,0.048046,0.013927
1986-05-11,0.134823,0.171211,1.405305,0.126477,1.222476,0.114554,0.048006,0.013927
1986-05-12,-0.800668,0.123002,0.470565,0.042351,1.223235,0.114638,0.047997,0.013927
1986-05-13,-0.664399,0.127848,0.607571,0.054681,1.223970,0.114722,0.048000,0.013927
1986-05-14,-0.911250,0.120135,0.361441,0.032530,1.224681,0.114806,0.048010,0.013927
1986-05-15,-0.674392,0.127671,0.598996,0.053910,1.225367,0.114890,0.048021,0.013927
1986-05-16,-0.464620,0.136792,0.809439,0.072850,1.226039,0.114940,0.048020,0.013927
1986-05-17,-0.202587,0.150755,1.072122,0.096491,1.226707,0.114990,0.048002,0.013927
1986-05-18,3.360782,0.433047,4.636162,0.417255,1.227371,0.115040,0.048009,0.013927
1986-05-19,1.437085,0.270303,2.713114,0.244180,1.228030,0.115090,0.047999,0.013927
1986-05-20,0.237245,0.178931,1.513924,0.136253,1.228683,0.115141,0.047996,0.013927
1986-05-21,0.073524,0.168061,1.350882,0.121579,1.229329,0.115191,0.048029,0.013927
1986-05-22,-0.795056,0.123952,0.483007,0.043471,1.229969,0.115241,0.048095,0.013927
1986-05-23,-0.641341,0.129523,0.637328,0.057359,1.230600,0.115291,0.048069,0.013927
1986-05-24,-0.489259,0.136212,0.790073,0.071107,1.231223,0.115342,0.048109,0.013927
1986-05-25,-0.773077,0.124861,0.506858,0.045617,1.231836,0.115392,0.048099,0.013927
1986-05-26,-0.510781,0.135351,0.769721,0.069275,1.232439,0.115442,0.048063,0.013927
1986-05-27,1.891529,0.308323,3.172615,0.285535,1.233031,0.115492,0.048055,0.013927
